code|code_type|description|doseage_format|match_term|inclusion_exclusion
55714454102|NDC|Hyperactivity - Mental Focus Adrenalinum, Tarentula cubensis, Aconitum nap., Arg. nit., Arsenicum alb., Baptisia, Chamomilla, Cypripedium, Digitalis, Gelsemium, Humulus, Ignatia, Impatiens glandulifera flos, Iodium, Lachesis, Lycopodium, Nat. mur., Nux vom., Scutellaria lateriflora, Staphysag., Stramonium, Theridion, Echinacea, Gingko, Hypericum, Passiflora EPINEPHRINE; CITHARACANTHUS SPINICRUS; ACONITUM NAPELLUS; SILVER NITRATE; ARSENIC TRIOXIDE; BAPTISIA TINCTORIA; MATRICARIA RECUTITA; CYPRIPEDIUM PARVIFOLUM ROOT; DIGITALIS; GELSEMIUM SEMPERVIRENS ROOT; HOPS; STRYCHNOS IGNATII SEED; IMPATIENS GLANDULIFERA FLOWER; IODINE; LACHESIS MUTA VENOM; LYCOPODIUM CLAVATUM SPORE; SODIUM CHLORIDE; STRYCHNOS NUX-VOMICA SEED; SCUTELLARIA LATERIFLORA; DELPHINIUM STAPHISAGRIA SEED; DATURA STRAMONIUM; THERIDION CURASSAVICUM; ECHINACEA, UNSPECIFIED; GINKGO; HYPERICUM PERFORATUM; PASSIFLORA INCARNATA FLOWERING TOP Adrenergic alpha-Agonists [MoA],Adrenergic beta-Agonists [MoA],alpha-Adrenergic Agonist [EPC],beta-Adrenergic Agonist [EPC],Catecholamine [EPC],Catecholamines [Chemical/Ingredient],Non-Standardized Food Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Food Additives [Chemical/Ingredient],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|renal.*late|
57955153002|NDC|Restless Mind Aconitum ferox, Adrenalinum, Aesculus hippocastanum, flos, Apis mellifica, Argentum nitricum, Avena sativa, Baptisia tinctoria, Mentha piperita, Myosotis arvensis, Phosphorus, Ranunculus bulbosus, Scleranthus annuus, flos, Scutellaria lateriflora, Sumbul, Thyroidinum, Verbena officinalis, flos, Viola odorata ACONITUM FEROX ROOT; EPINEPHRINE; AESCULUS HIPPOCASTANUM FLOWER; APIS MELLIFERA; SILVER NITRATE; AVENA SATIVA FLOWERING TOP; BAPTISIA TINCTORIA ROOT; MENTHA PIPERITA; MYOSOTIS ARVENSIS; PHOSPHORUS; RANUNCULUS BULBOSUS; SCLERANTHUS ANNUUS FLOWERING TOP; SCUTELLARIA LATERIFLORA; FERULA SUMBUL ROOT; THYROID, UNSPECIFIED; VERBENA OFFICINALIS FLOWERING TOP; VIOLA ODORATA Adrenergic alpha-Agonists [MoA],Adrenergic beta-Agonists [MoA],alpha-Adrenergic Agonist [EPC],beta-Adrenergic Agonist [EPC],Catecholamine [EPC],Catecholamines [Chemical/Ingredient],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC]|LIQUID|renal.*late|
00023114501|NDC|BOTOX onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
00023114502|NDC|BOTOX onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
00023391950|NDC|BOTOX Cosmetic onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
00023391951|NDC|BOTOX Cosmetic onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
00023392102|NDC|BOTOX onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
00023392103|NDC|BOTOX onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
00023923201|NDC|BOTOX Cosmetic onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
00023923202|NDC|BOTOX Cosmetic onabotulinumtoxinA BOTULINUM TOXIN TYPE A Acetylcholine Release Inhibitor [EPC],Acetylcholine Release Inhibitors [MoA]|INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION|oto.*tox|
55714440201|NDC|Eczema Skin Care Antimon. crud., Arsenicum alb., Berber. vulg., Bovista , Bryonia , Cantharis , Chelidonium majus, Croton, Dulcamara, Graphites, Hepar sulph. calc., Lycopodium Mezereum, Nux vom, Petroleum, Pulex irritans, Pulsatilla, Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur iod, Echinacea, Rumex crisp., Taraxacum , Urtica ur., Echinacea, Rumex crisp., Taraxacum, Urtica ur. ANTIMONY TRISULFIDE; ARSENIC TRIOXIDE; BERBERIS VULGARIS ROOT BARK; GIANT PUFFBALL; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; CALCIUM SULFIDE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULEX IRRITANS; PULSATILLA VULGARIS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR IODIDE; ECHINACEA ANGUSTIFOLIA; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS; ECHINACEA ANGUSTIFOLIA; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS Calcium [Chemical/Ingredient],Calcium [EPC],Phosphate Binder [EPC],Phosphate Chelating Activity [MoA],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714440202|NDC|Eczema Skin Care Antimon. crud., Arsenicum alb., Berber. vulg., Bovista , Bryonia , Cantharis , Chelidonium majus, Croton, Dulcamara, Graphites, Hepar sulph. calc., Lycopodium Mezereum, Nux vom, Petroleum, Pulex irritans, Pulsatilla, Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur iod, Echinacea, Rumex crisp., Taraxacum , Urtica ur., Echinacea, Rumex crisp., Taraxacum, Urtica ur. ANTIMONY TRISULFIDE; ARSENIC TRIOXIDE; BERBERIS VULGARIS ROOT BARK; GIANT PUFFBALL; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; CALCIUM SULFIDE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULEX IRRITANS; PULSATILLA VULGARIS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR IODIDE; ECHINACEA ANGUSTIFOLIA; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS; ECHINACEA ANGUSTIFOLIA; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS Calcium [Chemical/Ingredient],Calcium [EPC],Phosphate Binder [EPC],Phosphate Chelating Activity [MoA],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714440301|NDC|Eczema Skin Care Antimon. crud., Arsenicum alb., Berber. vulg., Bovista , Bryonia , Cantharis , Chelidonium majus, Croton, Dulcamara, Graphites, Hepar sulph. calc., Lycopodium Mezereum, Nux vom, Petroleum, Pulex irritans, Pulsatilla, Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur iod, Echinacea, Rumex crisp., Taraxacum , Urtica ur. ANTIMONY TRISULFIDE; ARSENIC TRIOXIDE; BERBERIS VULGARIS ROOT BARK; GIANT PUFFBALL; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; CALCIUM SULFIDE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULEX IRRITANS; PULSATILLA VULGARIS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR IODIDE; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|oto.*tox|
55714440302|NDC|Eczema Skin Care Antimon. crud., Arsenicum alb., Berber. vulg., Bovista , Bryonia , Cantharis , Chelidonium majus, Croton, Dulcamara, Graphites, Hepar sulph. calc., Lycopodium Mezereum, Nux vom, Petroleum, Pulex irritans, Pulsatilla, Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur iod, Echinacea, Rumex crisp., Taraxacum , Urtica ur. ANTIMONY TRISULFIDE; ARSENIC TRIOXIDE; BERBERIS VULGARIS ROOT BARK; GIANT PUFFBALL; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; CALCIUM SULFIDE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULEX IRRITANS; PULSATILLA VULGARIS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR IODIDE; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|oto.*tox|
55714445201|NDC|Herpes Sores Arsenicum alb., Bryonia, Cantharis, Chelidonium majus, Cistus canadensis, Conium, Croton, Dulcamara, Graphites, Kali bic., Lycopodium, Mezereum, Nux vom., Petroleum, Pulsatilla, Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur, Thuja occ., Echinacea, Hypericum ARSENIC TRIOXIDE; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; HELIANTHEMUM CANADENSE; CONIUM MACULATUM FLOWERING TOP; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; POTASSIUM DICHROMATE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULSATILLA VULGARIS; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR; THUJA OCCIDENTALIS LEAFY TWIG; ECHINACEA, UNSPECIFIED; HYPERICUM PERFORATUM Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714445202|NDC|Herpes Sores Arsenicum alb., Bryonia, Cantharis, Chelidonium majus, Cistus canadensis, Conium, Croton, Dulcamara, Graphites, Kali bic., Lycopodium, Mezereum, Nux vom., Petroleum, Pulsatilla, Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur, Thuja occ., Echinacea, Hypericum ARSENIC TRIOXIDE; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; HELIANTHEMUM CANADENSE; CONIUM MACULATUM FLOWERING TOP; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; POTASSIUM DICHROMATE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULSATILLA VULGARIS; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR; THUJA OCCIDENTALIS LEAFY TWIG; ECHINACEA, UNSPECIFIED; HYPERICUM PERFORATUM Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714445301|NDC|Herpes Sores Arsenicum alb., Bryonia, Cantharis, Chelidonium majus, Cistus canadensis, Conium, Croton, Dulcamara, Graphites, Kali bic., Lycopodium, Mezereum, Nux vom., Petroleum, Pulsatilla, Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur, Thuja occ., Echinacea, Hypericum ARSENIC TRIOXIDE; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; HELIANTHEMUM CANADENSE; CONIUM MACULATUM FLOWERING TOP; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; POTASSIUM DICHROMATE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULSATILLA VULGARIS; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR; THUJA OCCIDENTALIS LEAFY TWIG; ECHINACEA, UNSPECIFIED; HYPERICUM PERFORATUM Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|oto.*tox|
55714445302|NDC|Herpes Sores Arsenicum alb., Bryonia, Cantharis, Chelidonium majus, Cistus canadensis, Conium, Croton, Dulcamara, Graphites, Kali bic., Lycopodium, Mezereum, Nux vom., Petroleum, Pulsatilla, Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur, Thuja occ., Echinacea, Hypericum ARSENIC TRIOXIDE; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; HELIANTHEMUM CANADENSE; CONIUM MACULATUM FLOWERING TOP; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; POTASSIUM DICHROMATE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULSATILLA VULGARIS; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SEPIA OFFICINALIS JUICE; SULFUR; THUJA OCCIDENTALIS LEAFY TWIG; ECHINACEA, UNSPECIFIED; HYPERICUM PERFORATUM Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|oto.*tox|
55714447601|NDC|Poison Ivy Xerophyllum asphodeloides, Aconitum nap., Anacardium occidentale, Apis mel., Bryonia, Cantharis, Croton, Graphites, Grindelia, Mezereum, Nux vom., Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sulphur, Echinacea, Rumex crisp., Taraxacum, Urtica ur. XEROPHYLLUM ASPHODELOIDES; ACONITUM NAPELLUS; ANACARDIUM OCCIDENTALE FRUIT; APIS MELLIFERA; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CROTON TIGLIUM SEED; GRAPHITE; GRINDELIA HIRSUTULA FLOWERING TOP; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS; SULFUR Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714447602|NDC|Poison Ivy Xerophyllum asphodeloides, Aconitum nap., Anacardium occidentale, Apis mel., Bryonia, Cantharis, Croton, Graphites, Grindelia, Mezereum, Nux vom., Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sulphur, Echinacea, Rumex crisp., Taraxacum, Urtica ur. XEROPHYLLUM ASPHODELOIDES; ACONITUM NAPELLUS; ANACARDIUM OCCIDENTALE FRUIT; APIS MELLIFERA; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CROTON TIGLIUM SEED; GRAPHITE; GRINDELIA HIRSUTULA FLOWERING TOP; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS; SULFUR Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714447701|NDC|Poison Ivy Xerophyllum asphodeloides, Aconitum nap., Anacardium occidentale, Apis mel., Bryonia, Cantharis, Croton, Graphites, Grindelia, Mezereum, Nux vom., Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sulphur, Echinacea, Rumex crisp., Taraxacum, Urtica ur. XEROPHYLLUM ASPHODELOIDES; ACONITUM NAPELLUS; ANACARDIUM OCCIDENTALE FRUIT; APIS MELLIFERA; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CROTON TIGLIUM SEED; GRAPHITE; GRINDELIA HIRSUTULA FLOWERING TOP; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS; SULFUR Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|oto.*tox|
55714447702|NDC|Poison Ivy Xerophyllum asphodeloides, Aconitum nap., Anacardium occidentale, Apis mel., Bryonia, Cantharis, Croton, Graphites, Grindelia, Mezereum, Nux vom., Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sulphur, Echinacea, Rumex crisp., Taraxacum, Urtica ur. XEROPHYLLUM ASPHODELOIDES; ACONITUM NAPELLUS; ANACARDIUM OCCIDENTALE FRUIT; APIS MELLIFERA; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CROTON TIGLIUM SEED; GRAPHITE; GRINDELIA HIRSUTULA FLOWERING TOP; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS; SULFUR Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|oto.*tox|
55714452801|NDC|Urticaria - Rashes Antimon. crud., Apis mel., Arsenicum alb., Berber. vulg., Bovista, Bryonia, Cantharis, Chelidonium majus, Croton, Dulcamara, Graphites, Histaminum hydrochloricum, Lycopodium, Mezereum , Nux vom., Petroleum, Pulex irritans, Pulsatilla, Rhus toxicodendron, Sarsaparilla, Sulphur, Echinacea, Rumex crisp., Taraxacum, Urtica ur. ANTIMONY TRISULFIDE; APIS MELLIFERA; ARSENIC TRIOXIDE; BERBERIS VULGARIS ROOT BARK; GIANT PUFFBALL; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; HISTAMINE DIHYDROCHLORIDE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULEX IRRITANS; PULSATILLA VULGARIS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SULFUR; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714452802|NDC|Urticaria - Rashes Antimon. crud., Apis mel., Arsenicum alb., Berber. vulg., Bovista, Bryonia, Cantharis, Chelidonium majus, Croton, Dulcamara, Graphites, Histaminum hydrochloricum, Lycopodium, Mezereum , Nux vom., Petroleum, Pulex irritans, Pulsatilla, Rhus toxicodendron, Sarsaparilla, Sulphur, Echinacea, Rumex crisp., Taraxacum, Urtica ur. ANTIMONY TRISULFIDE; APIS MELLIFERA; ARSENIC TRIOXIDE; BERBERIS VULGARIS ROOT BARK; GIANT PUFFBALL; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; HISTAMINE DIHYDROCHLORIDE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULEX IRRITANS; PULSATILLA VULGARIS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SULFUR; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|LIQUID|oto.*tox|
55714452901|NDC|Urticaria - Rashes Antimon. crud., Apis mel., Arsenicum alb., Berber. vulg., Bovista, Bryonia, Cantharis, Chelidonium majus, Croton, Dulcamara, Graphites, Histaminum hydrochloricum, Lycopodium, Mezereum , Nux vom., Petroleum, Pulex irritans, Pulsatilla, Rhus toxicodendron, Sarsaparilla, Sulphur, Echinacea, Rumex crisp., Taraxacum, Urtica ur. ANTIMONY TRISULFIDE; APIS MELLIFERA; ARSENIC TRIOXIDE; BERBERIS VULGARIS ROOT BARK; GIANT PUFFBALL; BRYONIA ALBA ROOT; LYTTA VESICATORIA; CHELIDONIUM MAJUS; CROTON TIGLIUM SEED; SOLANUM DULCAMARA TOP; GRAPHITE; HISTAMINE DIHYDROCHLORIDE; LYCOPODIUM CLAVATUM SPORE; DAPHNE MEZEREUM BARK; STRYCHNOS NUX-VOMICA SEED; KEROSENE; PULEX IRRITANS; PULSATILLA VULGARIS; TOXICODENDRON PUBESCENS LEAF; SMILAX REGELII ROOT; SULFUR; ECHINACEA, UNSPECIFIED; RUMEX CRISPUS ROOT; TARAXACUM OFFICINALE; URTICA URENS Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Bee Venoms [Chemical/Ingredient],Standardized Insect Venom Allergenic Extract [EPC],Non-Standardized Plant Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Allergens [Chemical/Ingredient],Plant Proteins [Chemical/Ingredient],Seed Storage Proteins [Chemical/Ingredient]|PELLET|oto.*tox|
